,Año,Taxonómico,AL3,Zona,Peso vivo (kg),cód. CEIUAPA,Nombre_grupo CEIUAPA
0,1992,11004001XX,SKA,21,1473000.0,38,"Tiburones, rayas y quimeras"
1,1992,110XXXXXXX,SRX,37,397483.0,38,"Tiburones, rayas y quimeras"
2,1992,110XXXXXXX,SRX,99,1707917.0,38,"Tiburones, rayas y quimeras"
3,1992,1210501210,SAA,37,1643343.0,35,"Arenques, sardinas y anchoas"
4,1992,12105012XX,SIX,27,520000.0,35,"Arenques, sardinas y anchoas"
5,1992,12105012XX,SIX,99,757.0,35,"Arenques, sardinas y anchoas"
6,1992,1210506401,PIL,27,46932000.0,35,"Arenques, sardinas y anchoas"
7,1992,1210506401,PIL,37,51943111.0,35,"Arenques, sardinas y anchoas"
8,1992,1210506401,PIL,99,125680989.0,35,"Arenques, sardinas y anchoas"
9,1992,1210506601,SPR,27,10000.0,35,"Arenques, sardinas y anchoas"
10,1992,1210506601,SPR,37,680771.0,35,"Arenques, sardinas y anchoas"
11,1992,1210506601,SPR,99,23229.0,35,"Arenques, sardinas y anchoas"
12,1992,1210600201,ANE,27,13452000.0,35,"Arenques, sardinas y anchoas"
13,1992,1210600201,ANE,37,20213019.0,35,"Arenques, sardinas y anchoas"
14,1992,1210600201,ANE,99,1171281.0,35,"Arenques, sardinas y anchoas"
15,1992,121XXXXXXX020,CLU,27,15768000.0,35,"Arenques, sardinas y anchoas"
16,1992,121XXXXXXX020,CLU,37,443193.0,35,"Arenques, sardinas y anchoas"
17,1992,121XXXXXXX020,CLU,99,32207.0,35,"Arenques, sardinas y anchoas"
18,1992,1430200201,ELE,27,37000.0,22,Anguilas
19,1992,1430200201,ELE,37,58487.0,22,Anguilas
20,1992,1430200201,ELE,99,413.0,22,Anguilas
21,1992,1431300101,COE,27,3124000.0,33,Peces costeros diversos
22,1992,1431300101,COE,37,645663.0,33,Peces costeros diversos
23,1992,1431300101,COE,99,266437.0,33,Peces costeros diversos
24,1992,1470100101,GAR,27,179000.0,34,Peces demersales diversos
25,1992,1470100101,GAR,37,349371.0,34,Peces demersales diversos
26,1992,1470100101,GAR,99,143329.0,34,Peces demersales diversos
27,1992,1470200201,SAU,27,44000.0,34,Peces demersales diversos
28,1992,1470200201,SAU,99,700.0,34,Peces demersales diversos
29,1992,1480400202,COD,21,9965000.0,32,"Bacalaos, merluzas y eglefinos"
30,1992,1480400202,COD,27,6217000.0,32,"Bacalaos, merluzas y eglefinos"
31,1992,1480400501,LIN,27,3187000.0,32,"Bacalaos, merluzas y eglefinos"
32,1992,1480400501,LIN,99,1217.0,32,"Bacalaos, merluzas y eglefinos"
33,1992,14804005XX,LNZ,37,104883.0,32,"Bacalaos, merluzas y eglefinos"
34,1992,14804006XX,FOX,37,1277381.0,32,"Bacalaos, merluzas y eglefinos"
35,1992,14804006XX,FOX,99,580519.0,32,"Bacalaos, merluzas y eglefinos"
36,1992,1480401001,HAD,27,89000.0,32,"Bacalaos, merluzas y eglefinos"
37,1992,1480401001,HAD,99,300.0,32,"Bacalaos, merluzas y eglefinos"
38,1992,1480401501,POK,27,6000.0,32,"Bacalaos, merluzas y eglefinos"
39,1992,1480401502,POL,27,238750.0,32,"Bacalaos, merluzas y eglefinos"
40,1992,1480401502,POL,37,6912.0,32,"Bacalaos, merluzas y eglefinos"
41,1992,1480401502,POL,99,1093738.0,32,"Bacalaos, merluzas y eglefinos"
42,1992,1480403203,BIB,27,4207000.0,32,"Bacalaos, merluzas y eglefinos"
43,1992,1480403203,BIB,37,274960.0,32,"Bacalaos, merluzas y eglefinos"
44,1992,1480403203,BIB,99,41940.0,32,"Bacalaos, merluzas y eglefinos"
45,1992,1480403301,WHB,27,31965250.0,32,"Bacalaos, merluzas y eglefinos"
46,1992,1480403301,WHB,37,4322980.0,32,"Bacalaos, merluzas y eglefinos"
47,1992,1480403301,WHB,99,91570.0,32,"Bacalaos, merluzas y eglefinos"
48,1992,1480403401,WHG,27,2000.0,32,"Bacalaos, merluzas y eglefinos"
49,1992,1480500401,HKE,27,23757000.0,32,"Bacalaos, merluzas y eglefinos"
50,1992,1480500401,HKE,37,5985051.0,32,"Bacalaos, merluzas y eglefinos"
51,1992,14805004XX,HKX,27,17025400.0,32,"Bacalaos, merluzas y eglefinos"
52,1992,14805004XX,HKX,99,92485545.0,32,"Bacalaos, merluzas y eglefinos"
53,1992,1480600103,RHG,21,3250001.0,32,"Bacalaos, merluzas y eglefinos"
54,1992,1480600401,RNG,21,1720999.0,32,"Bacalaos, merluzas y eglefinos"
55,1992,148XXXXXXX,GAD,27,3343600.0,32,"Bacalaos, merluzas y eglefinos"
56,1992,148XXXXXXX,GAD,99,184400.0,32,"Bacalaos, merluzas y eglefinos"
57,1992,1580200105,KCP,99,264260.0,33,Peces costeros diversos
58,1992,16501XXXXX,MUL,27,56000.0,34,Peces demersales diversos
59,1992,16501XXXXX,MUL,37,278569.0,34,Peces demersales diversos
60,1992,16501XXXXX,MUL,99,109731.0,34,Peces demersales diversos
61,1992,169XXXXXXX002,DPX,27,2588000.0,33,Peces costeros diversos
62,1992,169XXXXXXX002,DPX,37,2358966.0,33,Peces costeros diversos
63,1992,169XXXXXXX002,DPX,99,2072834.0,33,Peces costeros diversos
64,1992,1700204201,GPD,27,180000.0,33,Peces costeros diversos
65,1992,1700204202,GPW,99,53361.0,33,Peces costeros diversos
66,1992,17002042XX,GPX,37,18539.0,33,Peces costeros diversos
67,1992,17002042XX,GPX,99,177500.0,33,Peces costeros diversos
68,1992,1700205801,WRF,27,10000.0,33,Peces costeros diversos
69,1992,1700205801,WRF,37,33016.0,33,Peces costeros diversos
70,1992,1700205801,WRF,99,96784.0,33,Peces costeros diversos
71,1992,1700634503,BSS,27,362000.0,33,Peces costeros diversos
72,1992,1700634503,BSS,37,126163.0,33,Peces costeros diversos
73,1992,1700634503,BSS,99,40437.0,33,Peces costeros diversos
74,1992,1702021301,BLU,27,386000.0,34,Peces demersales diversos
75,1992,1702021301,BLU,37,149956.0,34,Peces demersales diversos
76,1992,1702021301,BLU,99,30444.0,34,Peces demersales diversos
77,1992,17023004XX,JAX,27,28075000.0,34,Peces demersales diversos
78,1992,17023004XX,JAX,37,4534663.0,34,Peces demersales diversos
79,1992,17023004XX,JAX,99,1240537.0,34,Peces demersales diversos
80,1992,1702307202,LEE,27,593000.0,34,Peces demersales diversos
81,1992,1702307202,LEE,37,107746.0,34,Peces demersales diversos
82,1992,1702307202,LEE,99,1354.0,34,Peces demersales diversos
83,1992,17023XXXXX,CGX,37,632126.0,34,Peces demersales diversos
84,1992,17023XXXXX,CGX,99,12579074.0,34,Peces demersales diversos
85,1992,1702700301,POA,27,3819000.0,34,Peces demersales diversos
86,1992,1702700301,POA,37,12795.0,34,Peces demersales diversos
87,1992,1702700301,POA,99,1274405.0,34,Peces demersales diversos
88,1992,17036XXXXX,GRX,37,67478.0,33,Peces costeros diversos
89,1992,17036XXXXX,GRX,99,833822.0,33,Peces costeros diversos
90,1992,17037XXXXX,CDX,37,16705.0,33,Peces costeros diversos
91,1992,17037XXXXX,CDX,99,301995.0,33,Peces costeros diversos
92,1992,1703900801,SBR,27,733000.0,33,Peces costeros diversos
93,1992,1703900802,PAC,37,286822.0,33,Peces costeros diversos
94,1992,17039008XX,PAX,27,87000.0,33,Peces costeros diversos
95,1992,17039008XX,PAX,37,1315052.0,33,Peces costeros diversos
96,1992,17039008XX,PAX,99,1933026.0,33,Peces costeros diversos
97,1992,17039060XX,DEX,27,39750.0,33,Peces costeros diversos
98,1992,17039060XX,DEX,37,59847.0,33,Peces costeros diversos
99,1992,17039060XX,DEX,99,1131103.0,33,Peces costeros diversos
100,1992,17039191XX,SBP,37,161822.0,33,Peces costeros diversos
101,1992,17039191XX,SBP,99,709478.0,33,Peces costeros diversos
102,1992,1703923508,SBG,27,304000.0,33,Peces costeros diversos
103,1992,1703923508,SBG,37,216709.0,33,Peces costeros diversos
104,1992,1703923508,SBG,99,220891.0,33,Peces costeros diversos
105,1992,1703926101,BOG,27,464000.0,33,Peces costeros diversos
106,1992,1703926101,BOG,37,1806649.0,33,Peces costeros diversos
107,1992,17039XXXXX,SBX,27,1864000.0,33,Peces costeros diversos
108,1992,17041007XX,MUX,37,2087425.0,33,Peces costeros diversos
109,1992,17041007XX,MUX,99,848475.0,33,Peces costeros diversos
110,1992,1750100101,BON,27,39000.0,36,"Atunes, bonitos y agujas"
111,1992,1750100101,BON,37,228000.0,36,"Atunes, bonitos y agujas"
112,1992,1750100205,MAC,27,5146250.0,37,Peces pelágicos diversos
113,1992,17501002XX,MAZ,27,13242000.0,37,Peces pelágicos diversos
114,1992,17501002XX,MAZ,37,1788890.0,37,Peces pelágicos diversos
115,1992,17501002XX,MAZ,99,1807210.0,37,Peces pelágicos diversos
116,1992,17501023XX018,FRZ,27,157000.0,36,"Atunes, bonitos y agujas"
117,1992,17501023XX018,FRZ,37,1210000.0,36,"Atunes, bonitos y agujas"
118,1992,17501023XX018,FRZ,99,71000.0,36,"Atunes, bonitos y agujas"
119,1992,1750102501,SKJ,99,101506100.0,36,"Atunes, bonitos y agujas"
120,1992,1750102601,BFT,27,2365000.0,36,"Atunes, bonitos y agujas"
121,1992,1750102601,BFT,37,2165000.0,36,"Atunes, bonitos y agujas"
122,1992,1750102601,BFT,99,2200.0,36,"Atunes, bonitos y agujas"
123,1992,1750102605,ALB,27,18163000.0,36,"Atunes, bonitos y agujas"
124,1992,1750102605,ALB,37,227000.0,36,"Atunes, bonitos y agujas"
125,1992,1750102605,ALB,99,1699000.0,36,"Atunes, bonitos y agujas"
126,1992,1750102610,YFT,99,107787000.0,36,"Atunes, bonitos y agujas"
127,1992,1750102612,BET,99,23598000.0,36,"Atunes, bonitos y agujas"
128,1992,17501XXXXX043,TUN,99,18916900.0,36,"Atunes, bonitos y agujas"
129,1992,1750400301,SWO,27,6672000.0,36,"Atunes, bonitos y agujas"
130,1992,1750400301,SWO,37,822000.0,36,"Atunes, bonitos y agujas"
131,1992,1750400301,SWO,99,8156400.0,36,"Atunes, bonitos y agujas"
132,1992,17801001XX,RED,21,948000.0,33,Peces costeros diversos
133,1992,17801001XX,RED,27,16000.0,33,Peces costeros diversos
134,1992,17801XXXXX,SCO,27,777000.0,33,Peces costeros diversos
135,1992,17801XXXXX,SCO,37,157771.0,33,Peces costeros diversos
136,1992,17801XXXXX,SCO,99,54029.0,33,Peces costeros diversos
137,1992,1830200405,PLE,27,17000.0,31,"Platijas, halibuts, lenguados"
138,1992,1830200501,GHL,21,34520000.0,31,"Platijas, halibuts, lenguados"
139,1992,1830200501,GHL,27,23000.0,31,"Platijas, halibuts, lenguados"
140,1992,1830200501,GHL,99,12299120.0,31,"Platijas, halibuts, lenguados"
141,1992,1830201102,WIT,21,677000.0,31,"Platijas, halibuts, lenguados"
142,1992,1830201401,PLA,21,808000.0,31,"Platijas, halibuts, lenguados"
143,1992,1830202404,YEL,21,122000.0,31,"Platijas, halibuts, lenguados"
144,1992,18303007XX,SOO,27,190000.0,31,"Platijas, halibuts, lenguados"
145,1992,18303007XX,SOO,37,472840.0,31,"Platijas, halibuts, lenguados"
146,1992,18303007XX,SOO,99,1398660.0,31,"Platijas, halibuts, lenguados"
147,1992,1830301701,CET,37,118059.0,31,"Platijas, halibuts, lenguados"
148,1992,1830301701,CET,99,1557441.0,31,"Platijas, halibuts, lenguados"
149,1992,18305003XX,LEZ,27,5842000.0,31,"Platijas, halibuts, lenguados"
150,1992,18305003XX,LEZ,37,117305.0,31,"Platijas, halibuts, lenguados"
151,1992,18305003XX,LEZ,99,381395.0,31,"Platijas, halibuts, lenguados"
152,1992,1830509201,TUR,27,222000.0,31,"Platijas, halibuts, lenguados"
153,1992,1830509201,TUR,37,17120.0,31,"Platijas, halibuts, lenguados"
154,1992,1830509201,TUR,99,6880.0,31,"Platijas, halibuts, lenguados"
155,1992,183XXXXXXX,FLX,27,6651000.0,31,"Platijas, halibuts, lenguados"
156,1992,183XXXXXXX,FLX,37,587471.0,31,"Platijas, halibuts, lenguados"
157,1992,183XXXXXXX,FLX,99,14529.0,31,"Platijas, halibuts, lenguados"
158,1992,19501001XX,MNZ,27,3991000.0,33,Peces costeros diversos
159,1992,19501001XX,MNZ,37,1539068.0,33,Peces costeros diversos
160,1992,19501001XX,MNZ,99,7579632.0,33,Peces costeros diversos
161,1992,199XXXXXXX007,GRO,27,11169000.0,39,Peces marinos no identificados
162,1992,199XXXXXXX007,GRO,37,226187.0,39,Peces marinos no identificados
163,1992,199XXXXXXX007,GRO,99,14435005.0,39,Peces marinos no identificados
164,1992,199XXXXXXX008,PEL,27,14406000.0,39,Peces marinos no identificados
165,1992,199XXXXXXX008,PEL,99,11753730.0,39,Peces marinos no identificados
166,1992,199XXXXXXX009,FIN,21,2783000.0,39,Peces marinos no identificados
167,1992,199XXXXXXX009,FIN,27,11445000.0,39,Peces marinos no identificados
168,1992,199XXXXXXX009,FIN,37,10207409.0,39,Peces marinos no identificados
169,1992,199XXXXXXX009,FIN,99,6732891.0,39,Peces marinos no identificados
170,1992,199XXXXXXX055,CAR,27,8435000.0,38,"Tiburones, rayas y quimeras"
171,1992,199XXXXXXX055,CAR,99,59400.0,38,"Tiburones, rayas y quimeras"
172,1992,22801001XX,PEN,27,43000.0,45,"Gambas, camarones"
173,1992,22801001XX,PEN,37,2412672.0,45,"Gambas, camarones"
174,1992,22801001XX,PEN,99,21854936.0,45,"Gambas, camarones"
175,1992,2280202101,SSH,37,296010.0,45,"Gambas, camarones"
176,1992,2280202101,SSH,99,196290.0,45,"Gambas, camarones"
177,1992,2280203101,ARA,37,7003.0,45,"Gambas, camarones"
178,1992,2280203101,ARA,99,658327.0,45,"Gambas, camarones"
179,1992,22802XXXXX,ARI,99,716276.0,45,"Gambas, camarones"
180,1992,22804XXXXX,PDZ,37,369797.0,45,"Gambas, camarones"
181,1992,22804XXXXX,PDZ,99,137203.0,45,"Gambas, camarones"
182,1992,228XXXXXXX,DCP,27,323000.0,45,"Gambas, camarones"
183,1992,228XXXXXXX,DCP,37,1729269.0,45,"Gambas, camarones"
184,1992,228XXXXXXX,DCP,99,2893075.0,45,"Gambas, camarones"
185,1992,2290100804,SLO,37,63283.0,43,"Bogavantes, langostas"
186,1992,22901008XX,CRW,27,6000.0,43,"Bogavantes, langostas"
187,1992,22901008XX,CRW,99,8717.0,43,"Bogavantes, langostas"
188,1992,2294200602,NEP,27,1611250.0,43,"Bogavantes, langostas"
189,1992,2294200602,NEP,37,403914.0,43,"Bogavantes, langostas"
190,1992,2294200602,NEP,99,1365336.0,43,"Bogavantes, langostas"
191,1992,2294200718,LBE,27,14000.0,43,"Bogavantes, langostas"
192,1992,2294200718,LBE,37,3423.0,43,"Bogavantes, langostas"
193,1992,2294200718,LBE,99,5277.0,43,"Bogavantes, langostas"
194,1992,2310901006,CRE,27,114000.0,42,"Cangrejos, centollas"
195,1992,2310901006,CRE,99,800.0,42,"Cangrejos, centollas"
196,1992,23111004XX,CRS,27,207000.0,42,"Cangrejos, centollas"
197,1992,23111004XX,CRS,37,161300.0,42,"Cangrejos, centollas"
198,1992,2312100501,SCR,27,102000.0,42,"Cangrejos, centollas"
199,1992,2312100501,SCR,37,1193.0,42,"Cangrejos, centollas"
200,1992,2312100501,SCR,99,7307.0,42,"Cangrejos, centollas"
201,1992,231XXXXXXX,CRA,27,1319250.0,42,"Cangrejos, centollas"
202,1992,231XXXXXXX,CRA,99,51050.0,42,"Cangrejos, centollas"
203,1992,299XXXXXXX013,CRU,27,757000.0,47,Crustáceos marinos diversos
204,1992,299XXXXXXX013,CRU,37,51201.0,47,Crustáceos marinos diversos
205,1992,299XXXXXXX013,CRU,99,699.0,47,Crustáceos marinos diversos
206,1992,3070100101,PEE,27,17000.0,52,"Orejas de mar, bígaros, estrombos"
207,1992,3070100101,PEE,37,181800.0,52,"Orejas de mar, bígaros, estrombos"
208,1992,307XXXXXXX,GAS,37,417286.0,52,"Orejas de mar, bígaros, estrombos"
209,1992,307XXXXXXX,GAS,99,2914.0,52,"Orejas de mar, bígaros, estrombos"
210,1992,3160700205,OYF,27,399000.0,53,Ostras
211,1992,3160700205,OYF,37,1300.0,53,Ostras
212,1992,31607008XX,OYC,27,7000.0,53,Ostras
213,1992,31607008XX,OYC,37,342.0,53,Ostras
214,1992,31607008XX,OYC,99,358.0,53,Ostras
215,1992,3160800309,SCE,27,313000.0,55,Vieiras
216,1992,3160800309,SCE,37,19810.0,55,Vieiras
217,1992,3160800309,SCE,99,290.0,55,Vieiras
218,1992,31608XXXXX,SCX,27,89000.0,55,Vieiras
219,1992,3161100105,SVE,27,20000.0,56,"Almejas, berberechos, arcas"
220,1992,3161100105,SVE,37,1964115.0,56,"Almejas, berberechos, arcas"
221,1992,3161100105,SVE,99,761985.0,56,"Almejas, berberechos, arcas"
222,1992,3161100301,CTS,27,334000.0,56,"Almejas, berberechos, arcas"
223,1992,3161100301,CTS,37,41083.0,56,"Almejas, berberechos, arcas"
224,1992,3161100301,CTS,99,28817.0,56,"Almejas, berberechos, arcas"
225,1992,3161102001,CTG,27,448000.0,56,"Almejas, berberechos, arcas"
226,1992,3161102001,CTG,37,240255.0,56,"Almejas, berberechos, arcas"
227,1992,3161102001,CTG,99,3945.0,56,"Almejas, berberechos, arcas"
228,1992,3161600302,RAE,37,1100.0,56,"Almejas, berberechos, arcas"
229,1992,31616003XX,RAZ,27,5000.0,56,"Almejas, berberechos, arcas"
230,1992,3162300203,COC,27,903000.0,56,"Almejas, berberechos, arcas"
231,1992,31623XXXXX,COZ,37,21700.0,56,"Almejas, berberechos, arcas"
232,1992,32102XXXXX026,CTL,27,1637000.0,57,"Calamares, jibias, pulpos"
233,1992,32102XXXXX026,CTL,37,1038979.0,57,"Calamares, jibias, pulpos"
234,1992,32102XXXXX026,CTL,99,4863493.0,57,"Calamares, jibias, pulpos"
235,1992,32104001XX,SQC,27,1647000.0,57,"Calamares, jibias, pulpos"
236,1992,32104001XX,SQC,37,1204348.0,57,"Calamares, jibias, pulpos"
237,1992,32104001XX,SQC,99,96198528.0,57,"Calamares, jibias, pulpos"
238,1992,3210501001,SQI,27,3172000.0,57,"Calamares, jibias, pulpos"
239,1992,3210501001,SQI,37,55321.0,57,"Calamares, jibias, pulpos"
240,1992,3210501001,SQI,99,63279.0,57,"Calamares, jibias, pulpos"
241,1992,3210501003,SQA,99,18751322.0,57,"Calamares, jibias, pulpos"
242,1992,32109XXXXX,OCT,27,8670000.0,57,"Calamares, jibias, pulpos"
243,1992,32109XXXXX,OCT,37,7294222.0,57,"Calamares, jibias, pulpos"
244,1992,32109XXXXX,OCT,99,28449478.0,57,"Calamares, jibias, pulpos"
245,1992,399XXXXXXX015,CLX,27,1467000.0,56,"Almejas, berberechos, arcas"
246,1992,399XXXXXXX015,CLX,99,641900.0,56,"Almejas, berberechos, arcas"
247,1992,399XXXXXXX016,MOL,27,271000.0,58,Moluscos marinos diversos
248,1992,399XXXXXXX016,MOL,37,320600.0,58,Moluscos marinos diversos
249,1992,399XXXXXXX016,MOL,99,18192148.0,58,Moluscos marinos diversos
250,1993,11004001XX,SKA,21,2126001.0,38,"Tiburones, rayas y quimeras"
251,1993,110XXXXXXX,SRX,37,290158.0,38,"Tiburones, rayas y quimeras"
252,1993,110XXXXXXX,SRX,99,1492051.0,38,"Tiburones, rayas y quimeras"
253,1993,1210501210,SAA,37,2140528.0,35,"Arenques, sardinas y anchoas"
254,1993,12105012XX,SIX,27,6000.0,35,"Arenques, sardinas y anchoas"
255,1993,12105012XX,SIX,99,5226.0,35,"Arenques, sardinas y anchoas"
256,1993,1210506401,PIL,27,53662000.0,35,"Arenques, sardinas y anchoas"
257,1993,1210506401,PIL,37,52322903.0,35,"Arenques, sardinas y anchoas"
258,1993,1210506401,PIL,99,146061561.0,35,"Arenques, sardinas y anchoas"
259,1993,1210506601,SPR,27,877000.0,35,"Arenques, sardinas y anchoas"
260,1993,1210506601,SPR,37,716901.0,35,"Arenques, sardinas y anchoas"
261,1993,1210600201,ANE,27,10229000.0,35,"Arenques, sardinas y anchoas"
262,1993,1210600201,ANE,37,17962969.0,35,"Arenques, sardinas y anchoas"
263,1993,1210600201,ANE,99,1735150.0,35,"Arenques, sardinas y anchoas"
264,1993,121XXXXXXX020,CLU,27,9839000.0,35,"Arenques, sardinas y anchoas"
265,1993,121XXXXXXX020,CLU,37,256777.0,35,"Arenques, sardinas y anchoas"
266,1993,121XXXXXXX020,CLU,99,502390.0,35,"Arenques, sardinas y anchoas"
267,1993,1430200201,ELE,27,22000.0,22,Anguilas
268,1993,1430200201,ELE,37,65995.0,22,Anguilas
269,1993,1431300101,COE,27,3341000.0,33,Peces costeros diversos
270,1993,1431300101,COE,37,575316.0,33,Peces costeros diversos
271,1993,1431300101,COE,99,246626.0,33,Peces costeros diversos
272,1993,1470100101,GAR,27,72000.0,34,Peces demersales diversos
273,1993,1470100101,GAR,37,101006.0,34,Peces demersales diversos
274,1993,1470100101,GAR,99,155741.0,34,Peces demersales diversos
275,1993,1470200201,SAU,27,1250.0,34,Peces demersales diversos
276,1993,1470200201,SAU,37,3598.0,34,Peces demersales diversos
277,1993,1470200201,SAU,99,932.0,34,Peces demersales diversos
278,1993,1480400202,COD,21,6055000.0,32,"Bacalaos, merluzas y eglefinos"
279,1993,1480400202,COD,27,8800000.0,32,"Bacalaos, merluzas y eglefinos"
280,1993,1480400501,LIN,27,3233000.0,32,"Bacalaos, merluzas y eglefinos"
281,1993,1480400501,LIN,99,1181.0,32,"Bacalaos, merluzas y eglefinos"
282,1993,14804005XX,LNZ,37,42224.0,32,"Bacalaos, merluzas y eglefinos"
283,1993,14804006XX,FOX,37,1383808.0,32,"Bacalaos, merluzas y eglefinos"
284,1993,14804006XX,FOX,99,844218.0,32,"Bacalaos, merluzas y eglefinos"
285,1993,1480401001,HAD,27,76000.0,32,"Bacalaos, merluzas y eglefinos"
286,1993,1480401001,HAD,99,84509.0,32,"Bacalaos, merluzas y eglefinos"
287,1993,1480401502,POL,27,189250.0,32,"Bacalaos, merluzas y eglefinos"
288,1993,1480401502,POL,37,802.0,32,"Bacalaos, merluzas y eglefinos"
289,1993,1480401502,POL,99,1041218.0,32,"Bacalaos, merluzas y eglefinos"
290,1993,1480403203,BIB,27,3714000.0,32,"Bacalaos, merluzas y eglefinos"
291,1993,1480403203,BIB,37,289138.0,32,"Bacalaos, merluzas y eglefinos"
292,1993,1480403203,BIB,99,56763.0,32,"Bacalaos, merluzas y eglefinos"
293,1993,1480403301,WHB,27,34256000.0,32,"Bacalaos, merluzas y eglefinos"
294,1993,1480403301,WHB,37,4721721.0,32,"Bacalaos, merluzas y eglefinos"
295,1993,1480403301,WHB,99,2069853.0,32,"Bacalaos, merluzas y eglefinos"
296,1993,1480403401,WHG,27,87700.0,32,"Bacalaos, merluzas y eglefinos"
297,1993,1480500401,HKE,27,21015000.0,32,"Bacalaos, merluzas y eglefinos"
298,1993,1480500401,HKE,37,6301446.0,32,"Bacalaos, merluzas y eglefinos"
299,1993,1480500401,HKE,99,2960100.0,32,"Bacalaos, merluzas y eglefinos"
300,1993,14805004XX,HKX,27,17805000.0,32,"Bacalaos, merluzas y eglefinos"
301,1993,14805004XX,HKX,99,110716567.0,32,"Bacalaos, merluzas y eglefinos"
302,1993,1480600103,RHG,21,1234999.0,32,"Bacalaos, merluzas y eglefinos"
303,1993,1480600401,RNG,21,818999.0,32,"Bacalaos, merluzas y eglefinos"
304,1993,148XXXXXXX,GAD,27,3241000.0,32,"Bacalaos, merluzas y eglefinos"
305,1993,148XXXXXXX,GAD,37,830943.0,32,"Bacalaos, merluzas y eglefinos"
306,1993,148XXXXXXX,GAD,99,16694217.0,32,"Bacalaos, merluzas y eglefinos"
307,1993,1580200105,KCP,99,241820.0,33,Peces costeros diversos
308,1993,16501XXXXX,MUL,27,188000.0,34,Peces demersales diversos
309,1993,16501XXXXX,MUL,37,206965.0,34,Peces demersales diversos
310,1993,16501XXXXX,MUL,99,26677.0,34,Peces demersales diversos
311,1993,169XXXXXXX002,DPX,27,2642000.0,33,Peces costeros diversos
312,1993,169XXXXXXX002,DPX,37,2071401.0,33,Peces costeros diversos
313,1993,169XXXXXXX002,DPX,99,4161181.0,33,Peces costeros diversos
314,1993,1700204201,GPD,27,229000.0,33,Peces costeros diversos
315,1993,1700204202,GPW,99,54653.0,33,Peces costeros diversos
316,1993,17002042XX,GPX,37,22243.0,33,Peces costeros diversos
317,1993,17002042XX,GPX,99,206185.0,33,Peces costeros diversos
318,1993,1700205801,WRF,27,21000.0,33,Peces costeros diversos
319,1993,1700205801,WRF,37,22291.0,33,Peces costeros diversos
320,1993,1700205801,WRF,99,88392.0,33,Peces costeros diversos
321,1993,1700634503,BSS,27,365000.0,33,Peces costeros diversos
322,1993,1700634503,BSS,37,110667.0,33,Peces costeros diversos
323,1993,1702021301,BLU,27,601000.0,34,Peces demersales diversos
324,1993,1702021301,BLU,37,172416.0,34,Peces demersales diversos
325,1993,1702021301,BLU,99,226379.0,34,Peces demersales diversos
326,1993,17023004XX,JAX,27,29828000.0,34,Peces demersales diversos
327,1993,17023004XX,JAX,37,7376064.0,34,Peces demersales diversos
328,1993,17023004XX,JAX,99,2077256.0,34,Peces demersales diversos
329,1993,1702307202,LEE,27,2000.0,34,Peces demersales diversos
330,1993,1702307202,LEE,37,11486.0,34,Peces demersales diversos
331,1993,1702307202,LEE,99,6923.0,34,Peces demersales diversos
332,1993,17023XXXXX,CGX,37,713122.0,34,Peces demersales diversos
333,1993,17023XXXXX,CGX,99,14412052.0,34,Peces demersales diversos
334,1993,1702700301,POA,27,5191000.0,34,Peces demersales diversos
335,1993,1702700301,POA,37,47587.0,34,Peces demersales diversos
336,1993,1702700301,POA,99,1667734.0,34,Peces demersales diversos
337,1993,17036XXXXX,GRX,27,351000.0,33,Peces costeros diversos
338,1993,17036XXXXX,GRX,37,72213.0,33,Peces costeros diversos
339,1993,17036XXXXX,GRX,99,407588.0,33,Peces costeros diversos
340,1993,17037XXXXX,CDX,37,11196.0,33,Peces costeros diversos
341,1993,17037XXXXX,CDX,99,205301.0,33,Peces costeros diversos
342,1993,1703900801,SBR,27,1567000.0,33,Peces costeros diversos
343,1993,1703900802,PAC,37,352300.0,33,Peces costeros diversos
344,1993,17039008XX,PAX,27,770000.0,33,Peces costeros diversos
345,1993,17039008XX,PAX,37,1598451.0,33,Peces costeros diversos
346,1993,17039008XX,PAX,99,1466232.0,33,Peces costeros diversos
347,1993,17039060XX,DEX,27,60000.0,33,Peces costeros diversos
348,1993,17039060XX,DEX,37,38645.0,33,Peces costeros diversos
349,1993,17039060XX,DEX,99,3460206.0,33,Peces costeros diversos
350,1993,1703923508,SBG,27,273000.0,33,Peces costeros diversos
351,1993,1703923508,SBG,37,261400.0,33,Peces costeros diversos
352,1993,1703923508,SBG,99,218789.0,33,Peces costeros diversos
353,1993,1703926101,BOG,27,521000.0,33,Peces costeros diversos
354,1993,1703926101,BOG,37,1615592.0,33,Peces costeros diversos
355,1993,1703926101,BOG,99,13165.0,33,Peces costeros diversos
356,1993,17039XXXXX,SBX,27,403000.0,33,Peces costeros diversos
357,1993,17039XXXXX,SBX,37,116689.0,33,Peces costeros diversos
358,1993,17039XXXXX,SBX,99,314525.0,33,Peces costeros diversos
359,1993,17041007XX,MUX,37,2917376.0,33,Peces costeros diversos
360,1993,17041007XX,MUX,99,866204.0,33,Peces costeros diversos
361,1993,1710200101,CAA,27,134000.0,33,Peces costeros diversos
362,1993,1750100101,BON,27,5000.0,36,"Atunes, bonitos y agujas"
363,1993,1750100101,BON,37,200000.0,36,"Atunes, bonitos y agujas"
364,1993,1750100205,MAC,27,10452500.0,37,Peces pelágicos diversos
